,Accident Date,Injury.Severity,Number.of.Engines
42169,1997-07-05,Non-Fatal,2.0
42170,1997-07-05,Non-Fatal,1.0
42171,1997-07-05,Non-Fatal,1.0
42172,1997-07-05,Non-Fatal,1.0
42173,1997-07-06,Non-Fatal,2.0
42175,1997-07-06,Fatal(1),1.0
42176,1997-07-06,Fatal(2),1.0
42177,1997-07-06,Fatal(2),1.0
42178,1997-07-06,Non-Fatal,3.0
42179,1997-07-06,Non-Fatal,1.0
42180,1997-07-06,Non-Fatal,1.0
42181,1997-07-06,Non-Fatal,1.0
42182,1997-07-06,Non-Fatal,1.0
42183,1997-07-06,Non-Fatal,1.0
42184,1997-07-06,Non-Fatal,1.0
42185,1997-07-06,Non-Fatal,1.0
42186,1997-07-06,Non-Fatal,1.0
42187,1997-07-07,Non-Fatal,1.0
42188,1997-07-07,Non-Fatal,1.0
42189,1997-07-07,Non-Fatal,1.0
42190,1997-07-07,Non-Fatal,1.0
42191,1997-07-07,Non-Fatal,1.0
42192,1997-07-07,Non-Fatal,1.0
42193,1997-07-08,Non-Fatal,1.0
42194,1997-07-08,Non-Fatal,1.0
42195,1997-07-08,Fatal(3),1.0
42196,1997-07-08,Non-Fatal,1.0
42197,1997-07-08,Non-Fatal,1.0
42198,1997-07-08,Non-Fatal,2.0
42199,1997-07-08,Non-Fatal,1.0
42200,1997-07-09,Incident,3.0
42201,1997-07-09,Non-Fatal,1.0
42202,1997-07-09,Non-Fatal,1.0
42203,1997-07-09,Non-Fatal,1.0
42204,1997-07-09,Non-Fatal,1.0
42206,1997-07-10,Incident,2.0
42207,1997-07-10,Non-Fatal,1.0
42208,1997-07-10,Non-Fatal,1.0
42209,1997-07-10,Non-Fatal,1.0
42210,1997-07-10,Non-Fatal,1.0
42211,1997-07-10,Non-Fatal,2.0
42212,1997-07-11,Fatal(4),1.0
42213,1997-07-11,Non-Fatal,1.0
42214,1997-07-11,Non-Fatal,2.0
42215,1997-07-11,Non-Fatal,1.0
42216,1997-07-11,Non-Fatal,1.0
42217,1997-07-11,Non-Fatal,1.0
42219,1997-07-12,Incident,2.0
42220,1997-07-12,Fatal(1),1.0
42221,1997-07-12,Non-Fatal,1.0
42222,1997-07-12,Non-Fatal,1.0
42224,1997-07-12,Non-Fatal,1.0
42225,1997-07-13,Fatal(2),1.0
42226,1997-07-13,Non-Fatal,1.0
42227,1997-07-13,Non-Fatal,1.0
42228,1997-07-13,Non-Fatal,1.0
42229,1997-07-13,Non-Fatal,1.0
42230,1997-07-13,Non-Fatal,1.0
42231,1997-07-13,Non-Fatal,1.0
42232,1997-07-13,Non-Fatal,1.0
42233,1997-07-14,Non-Fatal,1.0
42234,1997-07-14,Incident,2.0
42235,1997-07-14,Non-Fatal,1.0
42236,1997-07-14,Non-Fatal,1.0
42237,1997-07-14,Non-Fatal,1.0
42238,1997-07-14,Non-Fatal,1.0
42239,1997-07-15,Non-Fatal,2.0
42240,1997-07-15,Fatal(3),1.0
42241,1997-07-15,Non-Fatal,1.0
42242,1997-07-15,Non-Fatal,2.0
42243,1997-07-15,Fatal(1),1.0
42244,1997-07-15,Non-Fatal,1.0
42245,1997-07-16,Non-Fatal,1.0
42246,1997-07-16,Non-Fatal,1.0
42247,1997-07-16,Non-Fatal,1.0
42248,1997-07-16,Non-Fatal,1.0
42249,1997-07-16,Non-Fatal,1.0
42250,1997-07-17,Non-Fatal,1.0
42251,1997-07-17,Non-Fatal,1.0
42252,1997-07-17,Non-Fatal,1.0
42253,1997-07-17,Non-Fatal,1.0
42254,1997-07-17,Non-Fatal,1.0
42255,1997-07-17,Non-Fatal,1.0
42256,1997-07-18,Non-Fatal,1.0
42257,1997-07-18,Fatal(2),1.0
42258,1997-07-18,Non-Fatal,2.0
42259,1997-07-18,Non-Fatal,1.0
42260,1997-07-18,Non-Fatal,2.0
42261,1997-07-18,Non-Fatal,1.0
42262,1997-07-18,Non-Fatal,1.0
42263,1997-07-19,Fatal(1),1.0
42264,1997-07-19,Fatal(7),1.0
42265,1997-07-19,Fatal(7),1.0
42266,1997-07-19,Non-Fatal,1.0
42267,1997-07-19,Non-Fatal,1.0
42268,1997-07-19,Non-Fatal,1.0
42269,1997-07-19,Non-Fatal,1.0
42270,1997-07-19,Non-Fatal,1.0
42271,1997-07-19,Non-Fatal,1.0
42272,1997-07-19,Non-Fatal,1.0
42273,1997-07-19,Non-Fatal,1.0
42274,1997-07-19,Non-Fatal,1.0
42275,1997-07-20,Fatal(1),1.0
42276,1997-07-20,Fatal(4),2.0
42277,1997-07-20,Fatal(1),1.0
42278,1997-07-20,Non-Fatal,1.0
42280,1997-07-20,Non-Fatal,1.0
42281,1997-07-20,Non-Fatal,1.0
42282,1997-07-20,Non-Fatal,1.0
42283,1997-07-20,Non-Fatal,1.0
42284,1997-07-21,Non-Fatal,1.0
42285,1997-07-21,Fatal(1),1.0
42286,1997-07-21,Non-Fatal,1.0
42288,1997-07-21,Non-Fatal,1.0
42289,1997-07-21,Non-Fatal,1.0
42290,1997-07-21,Non-Fatal,2.0
42291,1997-07-21,Non-Fatal,1.0
42292,1997-07-21,Non-Fatal,1.0
42293,1997-07-21,Non-Fatal,1.0
42294,1997-07-22,Non-Fatal,1.0
42295,1997-07-22,Non-Fatal,1.0
42296,1997-07-22,Non-Fatal,1.0
42297,1997-07-22,Non-Fatal,1.0
42298,1997-07-22,Non-Fatal,1.0
42299,1997-07-22,Non-Fatal,1.0
42300,1997-07-23,Fatal(2),1.0
42301,1997-07-23,Fatal(1),1.0
42302,1997-07-23,Non-Fatal,1.0
42303,1997-07-23,Non-Fatal,1.0
42304,1997-07-23,Non-Fatal,2.0
42306,1997-07-23,Non-Fatal,1.0
42307,1997-07-23,Non-Fatal,1.0
42308,1997-07-23,Non-Fatal,1.0
42309,1997-07-24,Non-Fatal,2.0
42310,1997-07-24,Non-Fatal,1.0
42311,1997-07-24,Non-Fatal,1.0
42312,1997-07-24,Non-Fatal,1.0
42313,1997-07-24,Non-Fatal,1.0
42315,1997-07-24,Non-Fatal,1.0
42316,1997-07-25,Non-Fatal,3.0
42317,1997-07-25,Fatal(2),1.0
42318,1997-07-25,Fatal(2),1.0
42319,1997-07-25,Non-Fatal,1.0
42320,1997-07-25,Fatal(1),1.0
42321,1997-07-25,Non-Fatal,1.0
42322,1997-07-25,Non-Fatal,1.0
42323,1997-07-25,Non-Fatal,1.0
42324,1997-07-25,Non-Fatal,1.0
42325,1997-07-26,Non-Fatal,1.0
42326,1997-07-26,Non-Fatal,1.0
42327,1997-07-26,Non-Fatal,1.0
42328,1997-07-26,Non-Fatal,1.0
42329,1997-07-26,Non-Fatal,1.0
42330,1997-07-26,Non-Fatal,1.0
42331,1997-07-26,Non-Fatal,1.0
42332,1997-07-26,Non-Fatal,2.0
42334,1997-07-27,Fatal(2),1.0
42335,1997-07-27,Non-Fatal,1.0
42336,1997-07-27,Non-Fatal,1.0
42337,1997-07-27,Non-Fatal,1.0
42338,1997-07-27,Non-Fatal,1.0
42339,1997-07-27,Non-Fatal,1.0
42340,1997-07-27,Non-Fatal,1.0
42342,1997-07-28,Non-Fatal,1.0
42343,1997-07-28,Fatal(2),1.0
42344,1997-07-28,Fatal(1),1.0
42345,1997-07-28,Fatal(1),1.0
42346,1997-07-28,Non-Fatal,1.0
42347,1997-07-28,Fatal(2),1.0
42348,1997-07-28,Non-Fatal,1.0
42349,1997-07-28,Non-Fatal,1.0
42350,1997-07-28,Fatal(1),1.0
42351,1997-07-28,Non-Fatal,1.0
42352,1997-07-28,Non-Fatal,1.0
42353,1997-07-29,Non-Fatal,1.0
42354,1997-07-29,Non-Fatal,1.0
42356,1997-07-30,Fatal(1),1.0
42357,1997-07-30,Non-Fatal,1.0
42358,1997-07-30,Non-Fatal,1.0
42359,1997-07-30,Non-Fatal,1.0
42360,1997-07-30,Non-Fatal,1.0
42361,1997-07-30,Non-Fatal,1.0
42362,1997-07-31,Fatal(2),1.0
42363,1997-07-31,Non-Fatal,3.0
42364,1997-07-31,Non-Fatal,1.0
42365,1997-07-31,Non-Fatal,1.0
42366,1997-07-31,Non-Fatal,1.0
42367,1997-07-31,Non-Fatal,1.0
42368,1997-07-31,Non-Fatal,1.0
42369,1997-07-31,Non-Fatal,1.0
42370,1997-07-31,Non-Fatal,1.0
42371,1997-08-01,Non-Fatal,1.0
42372,1997-08-01,Non-Fatal,2.0
42373,1997-08-01,Non-Fatal,1.0
42374,1997-08-01,Non-Fatal,1.0
42375,1997-08-01,Non-Fatal,1.0
42376,1997-08-01,Non-Fatal,1.0
42377,1997-08-01,Non-Fatal,1.0
42378,1997-08-01,Non-Fatal,1.0
42379,1997-08-01,Non-Fatal,1.0
42380,1997-08-01,Non-Fatal,1.0
42383,1997-08-02,Non-Fatal,1.0
42384,1997-08-02,Non-Fatal,2.0
42385,1997-08-02,Non-Fatal,1.0
42386,1997-08-02,Non-Fatal,1.0
42387,1997-08-02,Non-Fatal,1.0
42388,1997-08-02,Non-Fatal,1.0
42389,1997-08-02,Non-Fatal,1.0
42390,1997-08-02,Non-Fatal,1.0
42391,1997-08-02,Non-Fatal,1.0
42392,1997-08-02,Non-Fatal,1.0
42393,1997-08-03,Non-Fatal,1.0
42395,1997-08-03,Non-Fatal,1.0
42396,1997-08-03,Non-Fatal,1.0
42397,1997-08-03,Non-Fatal,1.0
42398,1997-08-03,Non-Fatal,1.0
42399,1997-08-03,Non-Fatal,1.0
42400,1997-08-04,Fatal(1),1.0
42401,1997-08-04,Fatal(2),2.0
42402,1997-08-04,Fatal(2),1.0
42403,1997-08-04,Fatal(1),1.0
42404,1997-08-04,Non-Fatal,1.0
42405,1997-08-04,Non-Fatal,1.0
42406,1997-08-04,Non-Fatal,1.0
42407,1997-08-05,Fatal(3),1.0
42408,1997-08-05,Fatal(2),2.0
42409,1997-08-05,Fatal(1),1.0
42410,1997-08-05,Non-Fatal,1.0
42411,1997-08-05,Non-Fatal,1.0
42412,1997-08-05,Non-Fatal,1.0
42413,1997-08-05,Non-Fatal,1.0
42414,1997-08-05,Non-Fatal,1.0
42415,1997-08-06,Fatal(228),4.0
42416,1997-08-06,Non-Fatal,1.0
42417,1997-08-06,Non-Fatal,1.0
42418,1997-08-06,Non-Fatal,1.0
42419,1997-08-06,Non-Fatal,1.0
42420,1997-08-06,Non-Fatal,1.0
42421,1997-08-06,Non-Fatal,2.0
42422,1997-08-07,Non-Fatal,2.0
42423,1997-08-07,Non-Fatal,2.0
42424,1997-08-07,Fatal(2),1.0
42425,1997-08-07,Non-Fatal,3.0
42426,1997-08-07,Fatal(5),4.0
42427,1997-08-08,Fatal(1),1.0
42428,1997-08-08,Non-Fatal,1.0
42429,1997-08-08,Non-Fatal,1.0
42430,1997-08-08,Non-Fatal,1.0
42431,1997-08-08,Non-Fatal,1.0
42432,1997-08-08,Non-Fatal,1.0
42433,1997-08-08,Non-Fatal,1.0
42434,1997-08-09,Fatal(1),1.0
42435,1997-08-09,Fatal(1),1.0
42436,1997-08-09,Non-Fatal,1.0
42437,1997-08-09,Fatal(1),1.0
42438,1997-08-09,Non-Fatal,1.0
42439,1997-08-09,Non-Fatal,1.0
42440,1997-08-09,Non-Fatal,1.0
42441,1997-08-09,Non-Fatal,1.0
42442,1997-08-09,Non-Fatal,2.0
42443,1997-08-09,Non-Fatal,1.0
42444,1997-08-09,Non-Fatal,1.0
42445,1997-08-09,Non-Fatal,1.0
42446,1997-08-10,Non-Fatal,1.0
42448,1997-08-10,Non-Fatal,1.0
42449,1997-08-10,Non-Fatal,1.0
42450,1997-08-10,Non-Fatal,1.0
42451,1997-08-10,Non-Fatal,1.0
42452,1997-08-10,Fatal(1),1.0
42453,1997-08-10,Non-Fatal,1.0
42454,1997-08-10,Non-Fatal,1.0
42455,1997-08-10,Non-Fatal,1.0
42456,1997-08-11,Incident,2.0
42457,1997-08-11,Non-Fatal,1.0
42458,1997-08-11,Fatal(3),1.0
42459,1997-08-11,Fatal(2),1.0
42460,1997-08-11,Fatal(3),1.0
42461,1997-08-11,Non-Fatal,1.0
42462,1997-08-11,Non-Fatal,1.0
42463,1997-08-11,Non-Fatal,1.0
42464,1997-08-11,Non-Fatal,1.0
42465,1997-08-11,Non-Fatal,1.0
42466,1997-08-12,Fatal(4),2.0
42467,1997-08-12,Non-Fatal,1.0
42468,1997-08-12,Non-Fatal,1.0
42469,1997-08-12,Non-Fatal,1.0
42470,1997-08-12,Non-Fatal,1.0
42471,1997-08-12,Non-Fatal,1.0
42472,1997-08-13,Non-Fatal,2.0
42474,1997-08-13,Non-Fatal,2.0
42475,1997-08-13,Non-Fatal,1.0
42476,1997-08-13,Non-Fatal,1.0
42477,1997-08-14,Fatal(1),1.0
42478,1997-08-14,Fatal(1),2.0
42479,1997-08-14,Non-Fatal,1.0
42480,1997-08-14,Non-Fatal,1.0
42481,1997-08-14,Non-Fatal,1.0
42482,1997-08-14,Non-Fatal,1.0
42483,1997-08-14,Non-Fatal,1.0
42485,1997-08-15,Non-Fatal,1.0
42486,1997-08-15,Non-Fatal,2.0
42487,1997-08-15,Non-Fatal,1.0
42488,1997-08-15,Non-Fatal,1.0
42489,1997-08-15,Non-Fatal,1.0
42490,1997-08-15,Non-Fatal,1.0
42491,1997-08-15,Non-Fatal,1.0
42492,1997-08-16,Non-Fatal,1.0
42494,1997-08-16,Non-Fatal,1.0
42495,1997-08-16,Non-Fatal,1.0
42496,1997-08-16,Non-Fatal,1.0
42497,1997-08-16,Non-Fatal,1.0
42498,1997-08-16,Non-Fatal,1.0
42499,1997-08-16,Non-Fatal,1.0
42500,1997-08-16,Non-Fatal,1.0
42501,1997-08-17,Non-Fatal,2.0
42502,1997-08-17,Fatal(1),1.0
42503,1997-08-17,Non-Fatal,1.0
42504,1997-08-17,Non-Fatal,1.0
42505,1997-08-17,Non-Fatal,1.0
42506,1997-08-17,Non-Fatal,1.0
42507,1997-08-17,Non-Fatal,2.0
42508,1997-08-17,Non-Fatal,1.0
42509,1997-08-17,Non-Fatal,1.0
42510,1997-08-18,Fatal(2),1.0
42511,1997-08-18,Non-Fatal,1.0
42512,1997-08-18,Non-Fatal,1.0
42513,1997-08-18,Non-Fatal,1.0
42514,1997-08-18,Non-Fatal,1.0
42515,1997-08-18,Non-Fatal,1.0
42516,1997-08-19,Non-Fatal,2.0
42517,1997-08-19,Non-Fatal,1.0
42519,1997-08-19,Non-Fatal,1.0
42520,1997-08-19,Non-Fatal,1.0
42521,1997-08-19,Non-Fatal,1.0
42522,1997-08-20,Non-Fatal,1.0
42523,1997-08-20,Fatal(1),1.0
42524,1997-08-20,Non-Fatal,2.0
42525,1997-08-21,Incident,2.0
42527,1997-08-21,Non-Fatal,1.0
42528,1997-08-21,Non-Fatal,2.0
42529,1997-08-21,Non-Fatal,1.0
42530,1997-08-21,Non-Fatal,1.0
42531,1997-08-21,Non-Fatal,1.0
42532,1997-08-21,Non-Fatal,1.0
42533,1997-08-22,Non-Fatal,1.0
42535,1997-08-22,Non-Fatal,2.0
42536,1997-08-22,Non-Fatal,1.0
42537,1997-08-23,Fatal(1),2.0
42538,1997-08-23,Non-Fatal,1.0
42539,1997-08-23,Non-Fatal,1.0
42540,1997-08-23,Non-Fatal,1.0
42541,1997-08-23,Non-Fatal,1.0
42542,1997-08-23,Non-Fatal,1.0
42543,1997-08-23,Non-Fatal,1.0
42544,1997-08-23,Non-Fatal,1.0
42545,1997-08-23,Non-Fatal,1.0
42546,1997-08-24,Non-Fatal,1.0
42547,1997-08-24,Non-Fatal,1.0
42548,1997-08-24,Incident,2.0
42549,1997-08-24,Fatal(3),1.0
42550,1997-08-24,Fatal(1),1.0
42551,1997-08-24,Non-Fatal,1.0
42552,1997-08-24,Non-Fatal,1.0
42553,1997-08-24,Non-Fatal,1.0
42554,1997-08-24,Non-Fatal,1.0
42555,1997-08-24,Non-Fatal,2.0
42556,1997-08-25,Fatal(1),2.0
42557,1997-08-25,Non-Fatal,1.0
42558,1997-08-25,Non-Fatal,1.0
42559,1997-08-25,Non-Fatal,1.0
42560,1997-08-25,Non-Fatal,1.0
42561,1997-08-26,Fatal(1),1.0
42562,1997-08-26,Non-Fatal,1.0
42563,1997-08-26,Non-Fatal,1.0
42564,1997-08-26,Non-Fatal,1.0
42565,1997-08-26,Non-Fatal,1.0
42566,1997-08-26,Non-Fatal,1.0
42567,1997-08-26,Non-Fatal,1.0
42568,1997-08-26,Non-Fatal,1.0
42569,1997-08-27,Fatal(1),1.0
42570,1997-08-27,Fatal(1),1.0
42571,1997-08-27,Fatal(1),1.0
42572,1997-08-27,Non-Fatal,1.0
42573,1997-08-27,Non-Fatal,1.0
42574,1997-08-27,Non-Fatal,1.0
42575,1997-08-27,Non-Fatal,1.0
42576,1997-08-27,Non-Fatal,1.0
42577,1997-08-28,Fatal(1),2.0
42578,1997-08-28,Non-Fatal,1.0
42580,1997-08-28,Non-Fatal,1.0
42581,1997-08-28,Non-Fatal,1.0
42582,1997-08-29,Fatal(1),2.0
42583,1997-08-29,Non-Fatal,1.0
42584,1997-08-29,Non-Fatal,1.0
42585,1997-08-29,Non-Fatal,1.0
42586,1997-08-30,Non-Fatal,1.0
42587,1997-08-30,Non-Fatal,1.0
42588,1997-08-30,Non-Fatal,1.0
42589,1997-08-30,Non-Fatal,1.0
42590,1997-08-30,Non-Fatal,1.0
42591,1997-08-30,Non-Fatal,1.0
42592,1997-08-30,Non-Fatal,1.0
42594,1997-08-31,Non-Fatal,1.0
42595,1997-08-31,Non-Fatal,1.0
42596,1997-08-31,Non-Fatal,2.0
42597,1997-08-31,Non-Fatal,1.0
42598,1997-08-31,Non-Fatal,1.0
42599,1997-08-31,Non-Fatal,1.0
42600,1997-08-31,Non-Fatal,1.0
42601,1997-08-31,Non-Fatal,1.0
42602,1997-08-31,Non-Fatal,1.0
42603,1997-08-31,Non-Fatal,1.0
42604,1997-09-01,Fatal(5),1.0
42605,1997-09-01,Non-Fatal,1.0
42606,1997-09-01,Non-Fatal,2.0
42607,1997-09-01,Non-Fatal,1.0
42608,1997-09-01,Non-Fatal,1.0
42609,1997-09-01,Non-Fatal,1.0
42610,1997-09-01,Non-Fatal,1.0
42611,1997-09-01,Non-Fatal,2.0
42612,1997-09-01,Non-Fatal,1.0
42614,1997-09-02,Non-Fatal,2.0
42615,1997-09-02,Non-Fatal,1.0
42616,1997-09-02,Non-Fatal,1.0
42617,1997-09-03,Fatal(1),1.0
42618,1997-09-03,Non-Fatal,1.0
42619,1997-09-03,Non-Fatal,1.0
42620,1997-09-03,Non-Fatal,1.0
42621,1997-09-04,Non-Fatal,1.0
42622,1997-09-05,Non-Fatal,1.0
42624,1997-09-05,Non-Fatal,1.0
42625,1997-09-05,Non-Fatal,1.0
42626,1997-09-05,Non-Fatal,1.0
42627,1997-09-06,Fatal(2),1.0
42629,1997-09-06,Fatal(5),1.0
42631,1997-09-06,Non-Fatal,1.0
42632,1997-09-06,Non-Fatal,2.0
42633,1997-09-06,Fatal(2),1.0
42634,1997-09-06,Fatal(2),1.0
42635,1997-09-06,Fatal(2),2.0
42636,1997-09-06,Non-Fatal,1.0
42637,1997-09-06,Non-Fatal,1.0
42638,1997-09-06,Non-Fatal,1.0
42639,1997-09-06,Fatal(1),1.0
42640,1997-09-06,Non-Fatal,1.0
42641,1997-09-06,Non-Fatal,1.0
42642,1997-09-06,Non-Fatal,1.0
42643,1997-09-06,Non-Fatal,1.0
42644,1997-09-06,Non-Fatal,1.0
42645,1997-09-06,Non-Fatal,1.0
42646,1997-09-07,Fatal(2),1.0
42647,1997-09-07,Fatal(3),1.0
42648,1997-09-07,Fatal(1),1.0
42649,1997-09-07,Non-Fatal,1.0
42650,1997-09-07,Non-Fatal,1.0
42651,1997-09-07,Non-Fatal,1.0
42652,1997-09-07,Non-Fatal,1.0
42653,1997-09-07,Non-Fatal,1.0
42654,1997-09-08,Non-Fatal,1.0
42655,1997-09-08,Non-Fatal,1.0
42656,1997-09-08,Non-Fatal,2.0
42657,1997-09-08,Non-Fatal,1.0
42658,1997-09-09,Fatal(1),1.0
42659,1997-09-09,Fatal(1),1.0
42660,1997-09-09,Non-Fatal,1.0
42661,1997-09-09,Non-Fatal,1.0
42662,1997-09-09,Non-Fatal,1.0
42663,1997-09-09,Non-Fatal,1.0
42664,1997-09-09,Non-Fatal,1.0
42665,1997-09-10,Non-Fatal,1.0
42666,1997-09-10,Non-Fatal,1.0
42667,1997-09-11,Fatal(1),1.0
42668,1997-09-11,Non-Fatal,1.0
42669,1997-09-11,Non-Fatal,1.0
42670,1997-09-12,Fatal(3),1.0
42671,1997-09-12,Fatal(3),2.0
42672,1997-09-12,Non-Fatal,1.0
42673,1997-09-12,Non-Fatal,1.0
42674,1997-09-12,Non-Fatal,1.0
42675,1997-09-12,Fatal(2),1.0
42676,1997-09-12,Non-Fatal,1.0
42677,1997-09-13,Fatal(1),1.0
42678,1997-09-13,Non-Fatal,2.0
42679,1997-09-13,Non-Fatal,1.0
42680,1997-09-13,Non-Fatal,1.0
42681,1997-09-13,Non-Fatal,2.0
42682,1997-09-13,Non-Fatal,1.0
42683,1997-09-13,Non-Fatal,1.0
42684,1997-09-13,Non-Fatal,1.0
42685,1997-09-13,Fatal(1),1.0
42686,1997-09-13,Non-Fatal,1.0
42687,1997-09-13,Non-Fatal,1.0
42688,1997-09-13,Non-Fatal,1.0
42689,1997-09-14,Fatal(2),1.0
42690,1997-09-14,Non-Fatal,4.0
42691,1997-09-14,Fatal(2),1.0
42692,1997-09-14,Non-Fatal,2.0
42693,1997-09-14,Non-Fatal,1.0
42694,1997-09-14,Non-Fatal,1.0
42695,1997-09-14,Non-Fatal,1.0
42696,1997-09-14,Non-Fatal,1.0
42698,1997-09-14,Non-Fatal,1.0
42699,1997-09-14,Non-Fatal,1.0
42700,1997-09-16,Non-Fatal,1.0
42701,1997-09-16,Non-Fatal,1.0
42702,1997-09-17,Fatal(2),1.0
42703,1997-09-17,Non-Fatal,1.0
42704,1997-09-17,Non-Fatal,1.0
42705,1997-09-17,Non-Fatal,1.0
42706,1997-09-17,Non-Fatal,1.0
42707,1997-09-17,Non-Fatal,1.0
42708,1997-09-18,Fatal(2),1.0
42709,1997-09-18,Non-Fatal,1.0
42710,1997-09-18,Non-Fatal,1.0
42711,1997-09-18,Non-Fatal,1.0
42712,1997-09-18,Non-Fatal,1.0
42713,1997-09-19,Fatal(2),1.0
42714,1997-09-19,Fatal(2),1.0
42715,1997-09-19,Non-Fatal,2.0
42716,1997-09-19,Non-Fatal,1.0
42717,1997-09-19,Non-Fatal,1.0
42718,1997-09-20,Fatal(1),1.0
42719,1997-09-20,Non-Fatal,1.0
42720,1997-09-20,Non-Fatal,1.0
42721,1997-09-20,Non-Fatal,1.0
42722,1997-09-20,Non-Fatal,1.0
42723,1997-09-20,Non-Fatal,1.0
42724,1997-09-21,Fatal(4),1.0
42725,1997-09-21,Fatal(1),1.0
42726,1997-09-21,Non-Fatal,1.0
42727,1997-09-21,Non-Fatal,1.0
42728,1997-09-21,Non-Fatal,1.0
42729,1997-09-21,Non-Fatal,1.0
42730,1997-09-21,Non-Fatal,1.0
42731,1997-09-21,Non-Fatal,1.0
42732,1997-09-22,Fatal(1),1.0
42733,1997-09-22,Non-Fatal,2.0
42734,1997-09-22,Non-Fatal,1.0
42735,1997-09-22,Non-Fatal,1.0
42736,1997-09-22,Non-Fatal,1.0
42737,1997-09-22,Fatal(1),1.0
42738,1997-09-23,Fatal(1),1.0
42739,1997-09-23,Fatal(2),1.0
42740,1997-09-23,Non-Fatal,1.0
42741,1997-09-23,Fatal(3),1.0
42742,1997-09-23,Non-Fatal,1.0
42743,1997-09-23,Non-Fatal,1.0
42745,1997-09-23,Non-Fatal,1.0
42747,1997-09-24,Incident,2.0
42748,1997-09-24,Non-Fatal,1.0
42749,1997-09-24,Non-Fatal,1.0
42750,1997-09-25,Incident,2.0
42751,1997-09-25,Fatal(1),1.0
42752,1997-09-25,Fatal(2),1.0
42753,1997-09-25,Non-Fatal,1.0
42755,1997-09-25,Fatal(2),1.0
42756,1997-09-25,Non-Fatal,2.0
42757,1997-09-25,Non-Fatal,1.0
42758,1997-09-26,Non-Fatal,2.0
42759,1997-09-26,Fatal(1),1.0
42760,1997-09-26,Non-Fatal,1.0
42761,1997-09-26,Non-Fatal,1.0
42762,1997-09-26,Non-Fatal,1.0
42763,1997-09-27,Incident,2.0
42764,1997-09-27,Non-Fatal,1.0
42765,1997-09-27,Fatal(1),1.0
42766,1997-09-27,Fatal(1),1.0
42767,1997-09-27,Non-Fatal,1.0
42768,1997-09-27,Non-Fatal,1.0
42769,1997-09-27,Non-Fatal,1.0
42770,1997-09-27,Non-Fatal,1.0
42771,1997-09-28,Non-Fatal,2.0
42772,1997-09-28,Non-Fatal,1.0
42773,1997-09-28,Non-Fatal,1.0
42774,1997-09-28,Non-Fatal,1.0
42775,1997-09-28,Non-Fatal,1.0
42776,1997-09-28,Non-Fatal,1.0
42777,1997-09-28,Non-Fatal,1.0
42778,1997-09-28,Non-Fatal,1.0
42779,1997-09-29,Fatal(1),1.0
42780,1997-09-29,Non-Fatal,2.0
42781,1997-09-29,Non-Fatal,1.0
42782,1997-09-29,Non-Fatal,1.0
42783,1997-09-29,Non-Fatal,1.0
42784,1997-09-30,Non-Fatal,1.0
42785,1997-09-30,Non-Fatal,1.0
42786,1997-09-30,Non-Fatal,1.0
42787,1997-09-30,Non-Fatal,1.0
42788,1997-09-30,Non-Fatal,1.0
42789,1997-10-01,Non-Fatal,2.0
42790,1997-10-01,Incident,2.0
42791,1997-10-01,Non-Fatal,1.0
42792,1997-10-01,Non-Fatal,1.0
42793,1997-10-01,Non-Fatal,3.0
42794,1997-10-01,Non-Fatal,1.0
42795,1997-10-01,Non-Fatal,1.0
42796,1997-10-02,Non-Fatal,1.0
42797,1997-10-02,Non-Fatal,1.0
42798,1997-10-02,Non-Fatal,1.0
42799,1997-10-02,Non-Fatal,1.0
42800,1997-10-02,Non-Fatal,1.0
42801,1997-10-02,Non-Fatal,1.0
42802,1997-10-02,Non-Fatal,2.0
42804,1997-10-03,Fatal(1),1.0
42805,1997-10-03,Non-Fatal,1.0
42806,1997-10-03,Non-Fatal,1.0
42807,1997-10-03,Non-Fatal,1.0
42808,1997-10-03,Non-Fatal,1.0
42809,1997-10-03,Non-Fatal,1.0
42810,1997-10-03,Non-Fatal,1.0
42811,1997-10-03,Non-Fatal,1.0
42813,1997-10-03,Non-Fatal,1.0
42814,1997-10-04,Non-Fatal,1.0
42815,1997-10-04,Incident,2.0
42816,1997-10-04,Non-Fatal,1.0
42817,1997-10-04,Non-Fatal,1.0
42818,1997-10-04,Non-Fatal,1.0
42819,1997-10-04,Non-Fatal,1.0
42820,1997-10-04,Non-Fatal,1.0
42821,1997-10-04,Non-Fatal,1.0
42822,1997-10-04,Non-Fatal,1.0
42823,1997-10-05,Non-Fatal,1.0
42824,1997-10-05,Fatal(3),1.0
42825,1997-10-05,Non-Fatal,1.0
42826,1997-10-05,Non-Fatal,1.0
42827,1997-10-05,Non-Fatal,1.0
42828,1997-10-05,Non-Fatal,1.0
42829,1997-10-05,Non-Fatal,1.0
42830,1997-10-05,Non-Fatal,1.0
42831,1997-10-05,Non-Fatal,1.0
42832,1997-10-05,Non-Fatal,1.0
42834,1997-10-06,Non-Fatal,2.0
42835,1997-10-06,Non-Fatal,1.0
42837,1997-10-06,Non-Fatal,1.0
42838,1997-10-06,Non-Fatal,1.0
42839,1997-10-06,Non-Fatal,1.0
42840,1997-10-07,Fatal(3),1.0
42841,1997-10-07,Fatal(3),1.0
42842,1997-10-08,Incident,2.0
42843,1997-10-08,Fatal(9),1.0
42844,1997-10-08,Non-Fatal,1.0
42845,1997-10-09,Non-Fatal,1.0
