,Accident Date,Injury.Severity,Number.of.Engines
42848,1997-10-09,Non-Fatal,1.0
42849,1997-10-09,Non-Fatal,1.0
42850,1997-10-09,Non-Fatal,2.0
42851,1997-10-10,Fatal(2),1.0
42858,1997-10-11,Fatal(4),1.0
42859,1997-10-11,Fatal(3),1.0
42860,1997-10-11,Non-Fatal,1.0
42861,1997-10-11,Fatal(1),1.0
42862,1997-10-11,Non-Fatal,1.0
42863,1997-10-11,Non-Fatal,1.0
42864,1997-10-11,Non-Fatal,1.0
42865,1997-10-11,Non-Fatal,1.0
42866,1997-10-11,Non-Fatal,1.0
42867,1997-10-12,Fatal(1),1.0
42868,1997-10-12,Fatal(1),1.0
42869,1997-10-12,Fatal(4),1.0
42870,1997-10-12,Non-Fatal,1.0
42871,1997-10-12,Non-Fatal,1.0
42872,1997-10-12,Non-Fatal,1.0
42873,1997-10-12,Fatal(2),1.0
42876,1997-10-13,Non-Fatal,1.0
42877,1997-10-14,Fatal(1),1.0
42878,1997-10-14,Non-Fatal,1.0
42880,1997-10-14,Non-Fatal,1.0
42881,1997-10-15,Incident,1.0
42882,1997-10-15,Fatal(1),2.0
42883,1997-10-15,Non-Fatal,2.0
42884,1997-10-15,Non-Fatal,2.0
42885,1997-10-15,Non-Fatal,1.0
42886,1997-10-15,Non-Fatal,1.0
42887,1997-10-15,Non-Fatal,1.0
42888,1997-10-15,Non-Fatal,1.0
42889,1997-10-16,Incident,2.0
42890,1997-10-16,Non-Fatal,1.0
42891,1997-10-16,Non-Fatal,1.0
42892,1997-10-16,Non-Fatal,1.0
42893,1997-10-16,Non-Fatal,1.0
42894,1997-10-17,Non-Fatal,1.0
42895,1997-10-17,Non-Fatal,1.0
42896,1997-10-17,Non-Fatal,1.0
42897,1997-10-17,Non-Fatal,1.0
42898,1997-10-17,Non-Fatal,1.0
42899,1997-10-18,Non-Fatal,1.0
42901,1997-10-18,Non-Fatal,1.0
42902,1997-10-18,Non-Fatal,1.0
42903,1997-10-18,Non-Fatal,1.0
42904,1997-10-18,Non-Fatal,1.0
42905,1997-10-18,Non-Fatal,1.0
42906,1997-10-19,Non-Fatal,1.0
42907,1997-10-19,Non-Fatal,1.0
42908,1997-10-19,Non-Fatal,1.0
42909,1997-10-19,Non-Fatal,1.0
42910,1997-10-19,Non-Fatal,1.0
42911,1997-10-19,Non-Fatal,1.0
42912,1997-10-19,Non-Fatal,2.0
42913,1997-10-19,Non-Fatal,1.0
42914,1997-10-19,Non-Fatal,1.0
42915,1997-10-20,Fatal(1),1.0
42916,1997-10-20,Fatal(1),1.0
42917,1997-10-20,Non-Fatal,1.0
42918,1997-10-20,Incident,1.0
42919,1997-10-20,Non-Fatal,1.0
42920,1997-10-20,Non-Fatal,1.0
42921,1997-10-20,Non-Fatal,1.0
42922,1997-10-20,Non-Fatal,1.0
42923,1997-10-20,Non-Fatal,1.0
42924,1997-10-21,Fatal(1),1.0
42925,1997-10-21,Non-Fatal,1.0
42926,1997-10-22,Fatal(2),1.0
42927,1997-10-22,Fatal(1),1.0
42928,1997-10-23,Fatal(3),1.0
42929,1997-10-23,Fatal(2),1.0
42930,1997-10-23,Non-Fatal,1.0
42931,1997-10-23,Non-Fatal,1.0
42932,1997-10-23,Non-Fatal,1.0
42933,1997-10-24,Fatal(2),1.0
42934,1997-10-24,Fatal(2),1.0
42936,1997-10-24,Non-Fatal,1.0
42937,1997-10-24,Non-Fatal,2.0
42938,1997-10-24,Non-Fatal,1.0
42939,1997-10-24,Non-Fatal,1.0
42940,1997-10-24,Non-Fatal,1.0
42941,1997-10-25,Fatal(2),1.0
42942,1997-10-25,Non-Fatal,1.0
42943,1997-10-25,Non-Fatal,1.0
42944,1997-10-26,Fatal(1),1.0
42945,1997-10-26,Fatal(1),1.0
42946,1997-10-26,Non-Fatal,1.0
42947,1997-10-26,Fatal(4),1.0
42948,1997-10-26,Non-Fatal,1.0
42949,1997-10-26,Non-Fatal,1.0
42950,1997-10-26,Non-Fatal,1.0
42951,1997-10-27,Fatal(1),1.0
42952,1997-10-27,Non-Fatal,1.0
42953,1997-10-27,Non-Fatal,1.0
42954,1997-10-27,Fatal(3),2.0
42955,1997-10-28,Non-Fatal,2.0
42956,1997-10-28,Non-Fatal,1.0
42957,1997-10-28,Non-Fatal,1.0
42958,1997-10-28,Non-Fatal,1.0
42959,1997-10-29,Non-Fatal,1.0
42960,1997-10-29,Non-Fatal,2.0
42961,1997-10-29,Non-Fatal,1.0
42962,1997-10-29,Non-Fatal,1.0
42963,1997-10-29,Non-Fatal,1.0
42964,1997-10-29,Non-Fatal,1.0
42966,1997-10-30,Fatal(2),1.0
42967,1997-10-30,Fatal(6),2.0
42968,1997-10-30,Non-Fatal,1.0
42969,1997-10-30,Non-Fatal,1.0
42970,1997-10-31,Fatal(2),2.0
42971,1997-10-31,Non-Fatal,2.0
42972,1997-10-31,Non-Fatal,1.0
42973,1997-10-31,Non-Fatal,1.0
42974,1997-10-31,Non-Fatal,1.0
42975,1997-10-31,Non-Fatal,1.0
42976,1997-10-31,Non-Fatal,1.0
42977,1997-11-01,Fatal(1),1.0
42978,1997-11-01,Non-Fatal,1.0
42980,1997-11-01,Non-Fatal,1.0
42981,1997-11-01,Non-Fatal,1.0
42982,1997-11-01,Non-Fatal,2.0
42983,1997-11-02,Non-Fatal,2.0
42985,1997-11-02,Fatal(1),1.0
42986,1997-11-02,Fatal(2),2.0
42987,1997-11-02,Non-Fatal,1.0
42988,1997-11-02,Non-Fatal,1.0
42989,1997-11-02,Non-Fatal,1.0
42990,1997-11-03,Fatal(2),1.0
42991,1997-11-03,Non-Fatal,1.0
42992,1997-11-03,Non-Fatal,1.0
42994,1997-11-03,Non-Fatal,1.0
42995,1997-11-04,Non-Fatal,1.0
42996,1997-11-04,Non-Fatal,1.0
42997,1997-11-04,Non-Fatal,1.0
42998,1997-11-05,Non-Fatal,1.0
42999,1997-11-05,Non-Fatal,1.0
43000,1997-11-06,Fatal(1),2.0
43001,1997-11-06,Non-Fatal,1.0
43002,1997-11-06,Non-Fatal,2.0
43003,1997-11-06,Fatal(1),1.0
43004,1997-11-07,Non-Fatal,2.0
43005,1997-11-07,Non-Fatal,2.0
43006,1997-11-07,Non-Fatal,1.0
43007,1997-11-07,Non-Fatal,1.0
43008,1997-11-07,Non-Fatal,2.0
43009,1997-11-07,Non-Fatal,2.0
43010,1997-11-08,Non-Fatal,1.0
43011,1997-11-08,Fatal(1),2.0
43012,1997-11-08,Non-Fatal,1.0
43013,1997-11-08,Fatal(8),1.0
43014,1997-11-08,Non-Fatal,1.0
43015,1997-11-08,Non-Fatal,1.0
43016,1997-11-08,Non-Fatal,1.0
43017,1997-11-09,Non-Fatal,1.0
43018,1997-11-09,Non-Fatal,1.0
43019,1997-11-11,Non-Fatal,1.0
43020,1997-11-11,Non-Fatal,2.0
43021,1997-11-12,Incident,1.0
43022,1997-11-12,Non-Fatal,1.0
43023,1997-11-13,Fatal(1),1.0
43024,1997-11-13,Fatal(1),2.0
43025,1997-11-13,Non-Fatal,2.0
43026,1997-11-13,Non-Fatal,1.0
43027,1997-11-13,Non-Fatal,1.0
43028,1997-11-13,Non-Fatal,1.0
43029,1997-11-14,Non-Fatal,1.0
43030,1997-11-15,Fatal(2),1.0
43031,1997-11-15,Non-Fatal,1.0
43032,1997-11-15,Fatal(1),1.0
43033,1997-11-15,Non-Fatal,1.0
43034,1997-11-16,Fatal(1),1.0
43035,1997-11-17,Non-Fatal,1.0
43036,1997-11-17,Non-Fatal,1.0
43038,1997-11-18,Non-Fatal,1.0
43039,1997-11-18,Non-Fatal,1.0
43040,1997-11-18,Non-Fatal,1.0
43041,1997-11-19,Non-Fatal,2.0
43042,1997-11-19,Non-Fatal,1.0
43043,1997-11-19,Non-Fatal,1.0
43044,1997-11-19,Non-Fatal,1.0
43045,1997-11-19,Non-Fatal,1.0
43046,1997-11-20,Incident,4.0
43047,1997-11-20,Non-Fatal,1.0
43048,1997-11-20,Non-Fatal,1.0
43049,1997-11-20,Non-Fatal,2.0
43050,1997-11-20,Non-Fatal,1.0
43051,1997-11-21,Non-Fatal,2.0
43052,1997-11-21,Non-Fatal,2.0
43053,1997-11-22,Non-Fatal,1.0
43054,1997-11-22,Non-Fatal,1.0
43055,1997-11-22,Non-Fatal,1.0
43056,1997-11-22,Non-Fatal,1.0
43057,1997-11-22,Non-Fatal,1.0
43058,1997-11-22,Non-Fatal,1.0
43059,1997-11-22,Non-Fatal,1.0
43060,1997-11-22,Non-Fatal,1.0
43061,1997-11-23,Unavailable,1.0
43063,1997-11-23,Non-Fatal,1.0
43064,1997-11-23,Non-Fatal,1.0
43065,1997-11-23,Non-Fatal,1.0
43066,1997-11-24,Fatal(1),1.0
43067,1997-11-24,Fatal(2),1.0
43068,1997-11-24,Fatal(2),2.0
43069,1997-11-24,Non-Fatal,1.0
43070,1997-11-24,Non-Fatal,1.0
43071,1997-11-24,Non-Fatal,1.0
43072,1997-11-24,Non-Fatal,1.0
43073,1997-11-24,Non-Fatal,1.0
43074,1997-11-24,Non-Fatal,1.0
43075,1997-11-25,Fatal(1),1.0
43076,1997-11-25,Fatal(1),1.0
43078,1997-11-25,Non-Fatal,2.0
43079,1997-11-25,Non-Fatal,1.0
43080,1997-11-25,Non-Fatal,1.0
43081,1997-11-25,Non-Fatal,1.0
43082,1997-11-25,Non-Fatal,2.0
43083,1997-11-25,Non-Fatal,1.0
43084,1997-11-25,Fatal(1),1.0
43085,1997-11-25,Non-Fatal,1.0
43086,1997-11-26,Non-Fatal,1.0
43087,1997-11-26,Non-Fatal,1.0
43088,1997-11-26,Non-Fatal,1.0
43089,1997-11-26,Non-Fatal,1.0
43090,1997-11-26,Fatal(4),1.0
43091,1997-11-27,Fatal(2),1.0
43092,1997-11-27,Fatal(4),2.0
43093,1997-11-27,Non-Fatal,1.0
43094,1997-11-27,Non-Fatal,1.0
43095,1997-11-27,Non-Fatal,1.0
43096,1997-11-28,Fatal(2),2.0
43097,1997-11-28,Non-Fatal,1.0
43098,1997-11-28,Non-Fatal,1.0
43099,1997-11-29,Non-Fatal,2.0
43100,1997-11-30,Fatal(3),1.0
43101,1997-11-30,Non-Fatal,2.0
43102,1997-11-30,Non-Fatal,1.0
43103,1997-12-01,Fatal(3),1.0
43104,1997-12-01,Non-Fatal,1.0
43105,1997-12-01,Fatal(1),1.0
43106,1997-12-01,Non-Fatal,1.0
43107,1997-12-02,Fatal(1),1.0
43108,1997-12-02,Fatal(2),1.0
43110,1997-12-02,Non-Fatal,1.0
43111,1997-12-02,Non-Fatal,1.0
43112,1997-12-02,Non-Fatal,1.0
43113,1997-12-03,Fatal(2),1.0
43114,1997-12-04,Non-Fatal,2.0
43116,1997-12-04,Non-Fatal,1.0
43118,1997-12-05,Non-Fatal,1.0
43119,1997-12-05,Non-Fatal,1.0
43120,1997-12-06,Non-Fatal,1.0
43122,1997-12-06,Fatal(2),1.0
43123,1997-12-06,Fatal(1),1.0
43124,1997-12-06,Non-Fatal,1.0
43126,1997-12-06,Non-Fatal,1.0
43127,1997-12-06,Non-Fatal,1.0
43128,1997-12-06,Non-Fatal,1.0
43129,1997-12-07,Fatal(2),1.0
43130,1997-12-07,Fatal(3),1.0
43131,1997-12-07,Fatal(3),1.0
43132,1997-12-07,Non-Fatal,2.0
43133,1997-12-08,Fatal(2),1.0
43134,1997-12-08,Non-Fatal,2.0
43135,1997-12-08,Non-Fatal,1.0
43136,1997-12-09,Non-Fatal,1.0
43137,1997-12-09,Non-Fatal,1.0
43138,1997-12-09,Fatal(1),1.0
43139,1997-12-09,Non-Fatal,1.0
43140,1997-12-09,Non-Fatal,1.0
43141,1997-12-09,Non-Fatal,1.0
43142,1997-12-10,Fatal(1),1.0
43143,1997-12-10,Fatal(1),2.0
43144,1997-12-10,Non-Fatal,2.0
43145,1997-12-10,Non-Fatal,1.0
43146,1997-12-11,Fatal(3),1.0
43147,1997-12-11,Non-Fatal,2.0
43148,1997-12-11,Non-Fatal,1.0
43149,1997-12-12,Fatal(2),2.0
43152,1997-12-13,Fatal(1),1.0
43153,1997-12-13,Non-Fatal,1.0
43154,1997-12-13,Non-Fatal,1.0
43155,1997-12-13,Non-Fatal,1.0
43156,1997-12-14,Fatal(4),1.0
43157,1997-12-14,Non-Fatal,1.0
43158,1997-12-14,Non-Fatal,1.0
43159,1997-12-14,Non-Fatal,1.0
43160,1997-12-15,Incident,2.0
43161,1997-12-15,Non-Fatal,1.0
43163,1997-12-16,Fatal(1),1.0
43164,1997-12-16,Non-Fatal,1.0
43165,1997-12-16,Non-Fatal,1.0
43166,1997-12-16,Non-Fatal,1.0
43168,1997-12-16,Non-Fatal,1.0
43169,1997-12-16,Non-Fatal,1.0
43170,1997-12-16,Non-Fatal,1.0
43171,1997-12-17,Non-Fatal,1.0
43172,1997-12-17,Fatal(2),1.0
43173,1997-12-17,Non-Fatal,1.0
43174,1997-12-17,Fatal(1),1.0
43175,1997-12-18,Non-Fatal,1.0
43176,1997-12-18,Non-Fatal,1.0
43177,1997-12-18,Non-Fatal,2.0
43178,1997-12-18,Non-Fatal,1.0
43179,1997-12-18,Non-Fatal,1.0
43180,1997-12-18,Non-Fatal,1.0
43181,1997-12-19,Fatal(1),1.0
43182,1997-12-19,Incident,2.0
43183,1997-12-19,Fatal(1),2.0
43185,1997-12-19,Non-Fatal,1.0
43187,1997-12-20,Non-Fatal,1.0
43188,1997-12-20,Fatal(3),1.0
43190,1997-12-20,Fatal(1),1.0
43191,1997-12-20,Non-Fatal,1.0
43192,1997-12-20,Non-Fatal,1.0
43193,1997-12-21,Fatal(2),1.0
43194,1997-12-21,Fatal(2),2.0
43195,1997-12-21,Non-Fatal,1.0
43196,1997-12-21,Non-Fatal,1.0
43198,1997-12-22,Fatal(4),1.0
43199,1997-12-22,Non-Fatal,1.0
43200,1997-12-22,Fatal(1),1.0
43201,1997-12-22,Non-Fatal,1.0
43202,1997-12-23,Fatal(1),2.0
43203,1997-12-23,Fatal(2),1.0
43204,1997-12-23,Non-Fatal,2.0
43205,1997-12-23,Fatal(1),1.0
43206,1997-12-24,Fatal(1),1.0
43207,1997-12-24,Non-Fatal,1.0
43208,1997-12-24,Non-Fatal,1.0
43209,1997-12-24,Non-Fatal,1.0
43211,1997-12-25,Incident,2.0
43212,1997-12-25,Non-Fatal,1.0
43213,1997-12-26,Non-Fatal,1.0
43214,1997-12-26,Non-Fatal,1.0
43215,1997-12-27,Non-Fatal,1.0
43216,1997-12-27,Non-Fatal,1.0
43217,1997-12-27,Non-Fatal,1.0
43219,1997-12-28,Non-Fatal,2.0
43220,1997-12-28,Non-Fatal,1.0
43221,1997-12-28,Non-Fatal,1.0
43222,1997-12-28,Fatal(1),1.0
43224,1997-12-28,Non-Fatal,1.0
43225,1997-12-28,Non-Fatal,1.0
43226,1997-12-28,Non-Fatal,1.0
43227,1997-12-29,Fatal(2),2.0
43228,1997-12-29,Non-Fatal,2.0
43229,1997-12-29,Non-Fatal,2.0
43230,1997-12-30,Fatal(1),1.0
43231,1997-12-30,Fatal(1),2.0
43232,1997-12-30,Fatal(2),2.0
43233,1997-12-30,Non-Fatal,1.0
43234,1997-12-30,Non-Fatal,2.0
43236,1997-12-31,Non-Fatal,1.0
43237,1997-12-31,Non-Fatal,2.0
43238,1997-12-31,Non-Fatal,1.0
43239,1997-12-31,Non-Fatal,1.0
43240,1998-01-01,Fatal(2),1.0
43243,1998-01-02,Non-Fatal,4.0
43244,1998-01-02,Non-Fatal,1.0
43245,1998-01-02,Non-Fatal,1.0
43246,1998-01-02,Non-Fatal,1.0
43247,1998-01-02,Non-Fatal,1.0
43248,1998-01-02,Non-Fatal,2.0
43249,1998-01-03,Fatal(1),1.0
43250,1998-01-03,Non-Fatal,1.0
43251,1998-01-03,Non-Fatal,1.0
43252,1998-01-04,Non-Fatal,1.0
43253,1998-01-04,Non-Fatal,1.0
43254,1998-01-06,Non-Fatal,2.0
43255,1998-01-06,Non-Fatal,2.0
43256,1998-01-06,Non-Fatal,3.0
43257,1998-01-06,Non-Fatal,1.0
43258,1998-01-07,Fatal(2),1.0
43259,1998-01-07,Fatal(1),1.0
43260,1998-01-08,Non-Fatal,2.0
43261,1998-01-08,Non-Fatal,2.0
43262,1998-01-08,Non-Fatal,1.0
43263,1998-01-09,Fatal(1),1.0
43266,1998-01-09,Fatal(1),1.0
43268,1998-01-09,Non-Fatal,1.0
43269,1998-01-09,Non-Fatal,1.0
43270,1998-01-10,Fatal(2),2.0
43271,1998-01-10,Non-Fatal,1.0
43272,1998-01-10,Non-Fatal,1.0
43273,1998-01-11,Fatal(4),2.0
43274,1998-01-12,Non-Fatal,1.0
43275,1998-01-12,Non-Fatal,1.0
43276,1998-01-12,Non-Fatal,1.0
43277,1998-01-12,Non-Fatal,1.0
43278,1998-01-13,Fatal(2),2.0
43279,1998-01-13,Non-Fatal,1.0
43280,1998-01-14,Non-Fatal,1.0
43281,1998-01-14,Fatal(1),2.0
43282,1998-01-14,Fatal(1),1.0
43283,1998-01-14,Fatal(1),1.0
43284,1998-01-15,Non-Fatal,1.0
43285,1998-01-16,Fatal(1),1.0
43286,1998-01-16,Fatal(1),1.0
43287,1998-01-16,Non-Fatal,1.0
43288,1998-01-16,Non-Fatal,1.0
43289,1998-01-17,Non-Fatal,1.0
43290,1998-01-17,Fatal(1),2.0
43291,1998-01-17,Fatal(2),1.0
43292,1998-01-17,Non-Fatal,1.0
43293,1998-01-17,Fatal(1),1.0
43294,1998-01-17,Non-Fatal,1.0
43295,1998-01-18,Non-Fatal,1.0
43296,1998-01-18,Non-Fatal,1.0
43297,1998-01-19,Non-Fatal,1.0
43299,1998-01-20,Non-Fatal,1.0
43300,1998-01-20,Non-Fatal,2.0
43301,1998-01-20,Non-Fatal,1.0
43302,1998-01-20,Non-Fatal,1.0
43303,1998-01-20,Non-Fatal,1.0
43304,1998-01-21,Fatal(3),2.0
43305,1998-01-21,Non-Fatal,2.0
43306,1998-01-22,Incident,1.0
43307,1998-01-22,Non-Fatal,2.0
43308,1998-01-22,Non-Fatal,1.0
43309,1998-01-22,Non-Fatal,1.0
43310,1998-01-22,Non-Fatal,2.0
43311,1998-01-22,Non-Fatal,1.0
43312,1998-01-23,Non-Fatal,1.0
43313,1998-01-23,Non-Fatal,1.0
43314,1998-01-24,Fatal(1),1.0
43316,1998-01-24,Non-Fatal,1.0
43317,1998-01-24,Non-Fatal,1.0
43318,1998-01-24,Non-Fatal,1.0
43320,1998-01-25,Non-Fatal,1.0
43321,1998-01-25,Non-Fatal,1.0
43322,1998-01-25,Non-Fatal,1.0
43323,1998-01-26,Fatal(2),1.0
43324,1998-01-26,Non-Fatal,2.0
43325,1998-01-27,Non-Fatal,1.0
43326,1998-01-27,Non-Fatal,1.0
43327,1998-01-27,Non-Fatal,2.0
43328,1998-01-27,Non-Fatal,1.0
43329,1998-01-27,Non-Fatal,1.0
43330,1998-01-28,Fatal(1),1.0
43331,1998-01-28,Non-Fatal,1.0
43332,1998-01-28,Non-Fatal,1.0
43333,1998-01-29,Non-Fatal,1.0
43334,1998-01-29,Non-Fatal,2.0
43335,1998-01-29,Non-Fatal,2.0
43336,1998-01-29,Non-Fatal,1.0
43337,1998-01-30,Non-Fatal,1.0
43338,1998-01-30,Non-Fatal,1.0
43339,1998-01-30,Fatal(1),1.0
43340,1998-01-30,Non-Fatal,1.0
43341,1998-01-30,Non-Fatal,1.0
43342,1998-01-30,Non-Fatal,1.0
43343,1998-01-31,Fatal(2),1.0
43344,1998-01-31,Fatal(1),1.0
43345,1998-01-31,Non-Fatal,1.0
43346,1998-01-31,Non-Fatal,1.0
43347,1998-01-31,Non-Fatal,1.0
43348,1998-02-01,Non-Fatal,1.0
43350,1998-02-01,Non-Fatal,1.0
43351,1998-02-01,Non-Fatal,1.0
43352,1998-02-01,Non-Fatal,1.0
43353,1998-02-01,Non-Fatal,1.0
43354,1998-02-02,Fatal(1),1.0
43356,1998-02-03,Fatal(4),1.0
43357,1998-02-03,Fatal(2),2.0
43359,1998-02-03,Non-Fatal,1.0
43360,1998-02-03,Non-Fatal,1.0
43361,1998-02-03,Non-Fatal,1.0
43362,1998-02-03,Non-Fatal,1.0
43363,1998-02-03,Non-Fatal,1.0
43364,1998-02-04,Non-Fatal,1.0
43365,1998-02-05,Fatal(1),1.0
43366,1998-02-05,Non-Fatal,1.0
43368,1998-02-06,Fatal(1),1.0
43369,1998-02-06,Non-Fatal,2.0
43370,1998-02-06,Non-Fatal,1.0
43371,1998-02-06,Non-Fatal,1.0
43372,1998-02-06,Non-Fatal,1.0
43373,1998-02-07,Non-Fatal,1.0
43374,1998-02-07,Non-Fatal,1.0
43375,1998-02-07,Non-Fatal,1.0
43376,1998-02-08,Non-Fatal,1.0
43377,1998-02-08,Non-Fatal,1.0
43378,1998-02-08,Non-Fatal,1.0
43379,1998-02-08,Non-Fatal,1.0
43380,1998-02-09,Incident,2.0
43381,1998-02-09,Non-Fatal,3.0
43382,1998-02-09,Non-Fatal,1.0
43383,1998-02-10,Non-Fatal,1.0
43384,1998-02-10,Non-Fatal,1.0
43385,1998-02-11,Fatal(1),1.0
43386,1998-02-11,Fatal(1),2.0
43387,1998-02-11,Non-Fatal,2.0
43388,1998-02-11,Non-Fatal,1.0
43389,1998-02-12,Non-Fatal,1.0
43390,1998-02-13,Non-Fatal,1.0
43391,1998-02-14,Fatal(1),1.0
43392,1998-02-14,Non-Fatal,1.0
43393,1998-02-14,Non-Fatal,1.0
43394,1998-02-14,Non-Fatal,1.0
43395,1998-02-14,Fatal(1),1.0
43396,1998-02-14,Non-Fatal,1.0
43397,1998-02-15,Non-Fatal,1.0
43398,1998-02-15,Non-Fatal,1.0
43399,1998-02-15,Non-Fatal,1.0
43400,1998-02-16,Fatal(2),2.0
43402,1998-02-16,Incident,2.0
43404,1998-02-17,Non-Fatal,1.0
43405,1998-02-17,Non-Fatal,1.0
43406,1998-02-18,Fatal(1),1.0
43407,1998-02-18,Non-Fatal,2.0
43408,1998-02-18,Non-Fatal,1.0
43409,1998-02-19,Fatal(2),1.0
43410,1998-02-19,Non-Fatal,1.0
43411,1998-02-19,Non-Fatal,1.0
43412,1998-02-20,Non-Fatal,1.0
43413,1998-02-20,Non-Fatal,1.0
43414,1998-02-21,Non-Fatal,1.0
43415,1998-02-21,Fatal(2),2.0
43417,1998-02-21,Non-Fatal,1.0
43418,1998-02-21,Non-Fatal,1.0
43419,1998-02-21,Non-Fatal,1.0
43420,1998-02-22,Non-Fatal,1.0
43421,1998-02-22,Incident,2.0
43422,1998-02-22,Fatal(2),1.0
43423,1998-02-22,Fatal(2),1.0
43424,1998-02-22,Fatal(1),1.0
43425,1998-02-22,Non-Fatal,1.0
43426,1998-02-22,Fatal(1),1.0
43427,1998-02-22,Non-Fatal,1.0
43429,1998-02-22,Non-Fatal,1.0
43430,1998-02-22,Non-Fatal,1.0
43431,1998-02-22,Non-Fatal,1.0
43432,1998-02-23,Incident,2.0
43433,1998-02-23,Fatal(2),1.0
43434,1998-02-23,Non-Fatal,2.0
43435,1998-02-23,Non-Fatal,1.0
43436,1998-02-23,Non-Fatal,1.0
43437,1998-02-24,Fatal(1),1.0
43438,1998-02-24,Incident,2.0
43439,1998-02-24,Non-Fatal,1.0
43440,1998-02-24,Non-Fatal,1.0
43441,1998-02-24,Non-Fatal,1.0
43442,1998-02-24,Non-Fatal,1.0
43443,1998-02-24,Non-Fatal,1.0
43444,1998-02-24,Non-Fatal,1.0
43446,1998-02-25,Non-Fatal,1.0
43447,1998-02-25,Non-Fatal,1.0
43448,1998-02-26,Fatal(2),1.0
43449,1998-02-26,Fatal(1),1.0
43450,1998-02-26,Non-Fatal,2.0
43451,1998-02-26,Non-Fatal,1.0
43452,1998-02-26,Non-Fatal,1.0
43453,1998-02-26,Non-Fatal,1.0
43454,1998-02-26,Non-Fatal,1.0
43455,1998-02-26,Non-Fatal,1.0
43456,1998-02-27,Non-Fatal,2.0
43457,1998-02-27,Non-Fatal,1.0
43458,1998-02-27,Non-Fatal,2.0
43459,1998-02-27,Fatal(1),1.0
43460,1998-02-27,Non-Fatal,1.0
43461,1998-02-27,Non-Fatal,1.0
43462,1998-02-27,Non-Fatal,1.0
43463,1998-02-27,Non-Fatal,2.0
43464,1998-02-28,Non-Fatal,1.0
43465,1998-03-01,Fatal(2),2.0
43466,1998-03-01,Fatal(2),1.0
43467,1998-03-01,Non-Fatal,1.0
43468,1998-03-01,Non-Fatal,1.0
43469,1998-03-01,Non-Fatal,1.0
43470,1998-03-01,Non-Fatal,1.0
43471,1998-03-02,Fatal(6),2.0
43473,1998-03-02,Non-Fatal,2.0
43475,1998-03-03,Non-Fatal,1.0
43476,1998-03-03,Non-Fatal,1.0
43477,1998-03-03,Non-Fatal,1.0
43478,1998-03-04,Fatal(2),2.0
43479,1998-03-04,Non-Fatal,2.0
43480,1998-03-04,Non-Fatal,1.0
43481,1998-03-04,Non-Fatal,1.0
43482,1998-03-04,Non-Fatal,2.0
43483,1998-03-04,Non-Fatal,2.0
43484,1998-03-05,Fatal(1),1.0
43485,1998-03-05,Fatal(1),2.0
43486,1998-03-05,Fatal(1),1.0
43487,1998-03-05,Non-Fatal,1.0
43488,1998-03-05,Non-Fatal,1.0
43489,1998-03-06,Non-Fatal,3.0
43490,1998-03-06,Fatal(1),1.0
43492,1998-03-06,Non-Fatal,1.0
43493,1998-03-06,Non-Fatal,1.0
43494,1998-03-06,Non-Fatal,1.0
43496,1998-03-07,Non-Fatal,1.0
43497,1998-03-07,Non-Fatal,1.0
43498,1998-03-08,Fatal(1),1.0
43501,1998-03-08,Non-Fatal,1.0
43502,1998-03-08,Non-Fatal,1.0
43504,1998-03-09,Non-Fatal,2.0
43505,1998-03-10,Incident,2.0
43507,1998-03-10,Non-Fatal,1.0
43508,1998-03-10,Non-Fatal,1.0
43509,1998-03-11,Incident,1.0
43510,1998-03-11,Fatal(1),1.0
43511,1998-03-11,Incident,2.0
43512,1998-03-11,Non-Fatal,2.0
43513,1998-03-11,Non-Fatal,2.0
43514,1998-03-11,Non-Fatal,1.0
43515,1998-03-11,Non-Fatal,1.0
43516,1998-03-11,Non-Fatal,1.0
43517,1998-03-12,Non-Fatal,1.0
43518,1998-03-12,Fatal(1),1.0
43519,1998-03-12,Non-Fatal,2.0
43520,1998-03-12,Non-Fatal,2.0
43521,1998-03-12,Non-Fatal,2.0
43522,1998-03-12,Fatal(1),1.0
43523,1998-03-12,Non-Fatal,1.0
43524,1998-03-13,Non-Fatal,1.0
43525,1998-03-13,Fatal(1),1.0
43526,1998-03-13,Non-Fatal,1.0
43527,1998-03-13,Non-Fatal,1.0
43528,1998-03-13,Non-Fatal,1.0
43529,1998-03-13,Non-Fatal,2.0
43530,1998-03-13,Non-Fatal,1.0
43531,1998-03-13,Fatal(1),1.0
43532,1998-03-14,Fatal(2),1.0
43533,1998-03-14,Non-Fatal,1.0
43534,1998-03-14,Non-Fatal,1.0
43535,1998-03-14,Non-Fatal,1.0
43536,1998-03-15,Fatal(4),2.0
43537,1998-03-15,Fatal(1),1.0
43538,1998-03-15,Non-Fatal,2.0
43539,1998-03-15,Fatal(1),1.0
43540,1998-03-15,Non-Fatal,2.0
43541,1998-03-15,Non-Fatal,1.0
43542,1998-03-15,Non-Fatal,1.0
43544,1998-03-17,Non-Fatal,1.0
43545,1998-03-17,Non-Fatal,1.0
43547,1998-03-18,Non-Fatal,1.0
43548,1998-03-18,Non-Fatal,2.0
43549,1998-03-18,Non-Fatal,1.0
43550,1998-03-19,Fatal(3),1.0
43551,1998-03-19,Fatal(3),2.0
43552,1998-03-19,Fatal(1),1.0
43553,1998-03-19,Non-Fatal,1.0
43554,1998-03-19,Non-Fatal,2.0
